Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Heb 3:1  ὅθεν@b ἀδελφός@nvmpc ἅγιος@anvmpn κλῆσις@ngfsc ἐπουράνιος@angfsn μέτοχος@anvmpn κατανοέω@vdaa2p ὁ@dams ἀπόστολος@namsc καί@cc ἀρχιερεύς@namsc ὁ@dgfs ὁμολογία@ngfsc ἐγώ@rpg-p Ἰησοῦς@namsp 
Heb 3:2  πιστός@anamsn εἰμί@vppaams ὁ@ddms ποιέω@vpaadms αὐτός@rpams ὡς@cs καί@b Μωϋσῆς@nnmsp ἐν@pd ὅλος@andmsn ὁ@ddms οἶκος@ndmsc αὐτός@rpgms 
Heb 3:3  πολύς@angfsc γάρ@cc οὗτος@rdnms δόξα@ngfsc παρά@pa Μωϋσῆς@namsp ἀξιόω@vixp3s κατά@pa ὅσος@rrans πολύς@anafsc τιμή@nafsc ἔχω@vipa3s ὁ@dgms οἶκος@ngmsc ὁ@dnms κατασκευάζω@vpaanms αὐτός@rpams 
Heb 3:4  πᾶς@ainmsn γάρ@cc οἶκος@nnmsc κατασκευάζω@vipp3s ὑπό@pg τὶς@rigms ὁ@dnms δέ@cc πᾶς@aianpn κατασκευάζω@vpaanms θεός@nnmsc 
Heb 3:5  καί@cc Μωϋσῆς@nnmsp μέν@x πιστός@annmsn ἐν@pd ὅλος@andmsn ὁ@ddms οἶκος@ndmsc αὐτός@rpgms ὡς@cs θεράπων@nnmsc εἰς@pa μαρτύριον@nansc ὁ@dgnp λαλέω@vpfpgnp 
Heb 3:6  Χριστός@nnmsp δέ@cc ὡς@cs υἱός@nnmsc ἐπί@pa ὁ@dams οἶκος@namsc αὐτός@rpgms ὅς@rrgms οἶκος@nnmsc εἰμί@vipa1p ἐγώ@rpn-p ἐάνπερ@cs ὁ@dafs παρρησία@nafsc καί@cc ὁ@dans καύχημα@nansc ὁ@dgfs ἐλπίς@ngfsc κατέχω@vsaa1p 
Heb 3:7  διό@cc καθώς@cs λέγω@vipa3s ὁ@dnns πνεῦμα@nnnsc ὁ@dnns ἅγιος@annnsn σήμερον@b ἐάν@cs ὁ@dgfs φωνή@ngfsc αὐτός@rpgms ἀκούω@vsaa2p 
Heb 3:8  μή@x σκληρύνω@vsaa2p ὁ@dafp καρδία@nafpc σύ@rpg-p ὡς@cs ἐν@pd ὁ@ddms παραπικρασμός@ndmsc κατά@pa ὁ@dafs ἡμέρα@nafsc ὁ@dgms πειρασμός@ngmsc ἐν@pd ὁ@ddfs ἔρημος@ndfsc 
Heb 3:9  ὅς@b πειράζω@viaa3p ὁ@dnmp πατήρ@nnmpc σύ@rpg-p ἐν@pd δοκιμασία@ndfsc καί@cc ὁράω@viaa3p ὁ@danp ἔργον@nanpc ἐγώ@rpg-s 
Heb 3:10  τεσσεράκοντα@ac---n ἔτος@nanpc διό@cc προσοχθίζω@viaa1s ὁ@ddfs γενεά@ndfsc οὗτος@rddfs καί@cc λέγω@viaa1s ἀεί@b πλανάω@vipp3p ὁ@ddfs καρδία@ndfsc αὐτός@rtnmp δέ@cc οὐ@b γινώσκω@viaa3p ὁ@dafp ὁδός@nafpc ἐγώ@rpg-s 
Heb 3:11  ὡς@cs ὄμνυμι@viaa1s ἐν@pd ὁ@ddfs ὀργή@ndfsc ἐγώ@rpg-s εἰ@cs εἰσέρχομαι@vifm3p εἰς@pa ὁ@dafs κατάπαυσις@nafsc ἐγώ@rpg-s 
Heb 3:12  βλέπω@vdpa2p ἀδελφός@nvmpc μήποτε@cs εἰμί@vifm3s ἐν@pd τὶς@ridms σύ@rpg-p καρδία@nnfsc πονηρός@annfsn ἀπιστία@ngfsc ἐν@pd ὁ@ddns ἀφίστημι@vnaa ἀπό@pg θεός@ngmsc ζάω@vppagms 
Heb 3:13  ἀλλά@cc παρακαλέω@vdpa2p ἑαυτοῦ@rxamp κατά@pa ἕκαστος@aiafsn ἡμέρα@nafsc ἄχρι@pg ὅς@rrgns ὁ@dnns σήμερον@b καλέω@vipp3s ἵνα@cs μή@x σκληρύνω@vsap3s τὶς@rinms ἐκ@pg σύ@rpg-p ἀπάτη@ndfsc ὁ@dgfs ἁμαρτία@ngfsc 
Heb 3:14  μέτοχος@annmpn γάρ@cc ὁ@dgms Χριστός@ngmsp γίνομαι@vixa1p ἐάνπερ@cs ὁ@dafs ἀρχή@nafsc ὁ@dgfs ὑπόστασις@ngfsc μέχρι@pg τέλος@ngnsc βέβαιος@anafsn κατέχω@vsaa1p 
Heb 3:15  ἐν@pd ὁ@ddns λέγω@vnpp σήμερον@b ἐάν@cs ὁ@dgfs φωνή@ngfsc αὐτός@rpgms ἀκούω@vsaa2p μή@x σκληρύνω@vsaa2p ὁ@dafp καρδία@nafpc σύ@rpg-p ὡς@cs ἐν@pd ὁ@ddms παραπικρασμός@ndmsc 
Heb 3:16  τίς@rqnmp γάρ@cc ἀκούω@vpaanmp παραπικραίνω@viaa3p ἀλλά@cc οὐ@b πᾶς@ainmpn ὁ@dnmp ἐξέρχομαι@vpaanmp ἐκ@pg Αἴγυπτος@ngfsp διά@pg Μωϋσῆς@ngmsp 
Heb 3:17  τίς@rqdmp δέ@cc προσοχθίζω@viaa3s τεσσεράκοντα@ac---n ἔτος@nanpc οὐχί@b ὁ@ddmp ἁμαρτάνω@vpaadmp ὅς@rrgmp ὁ@dnnp κῶλον@nnnpc πίπτω@viaa3s ἐν@pd ὁ@ddfs ἔρημος@ndfsc 
Heb 3:18  τίς@rqdmp δέ@cc ὄμνυμι@viaa3s μή@x εἰσέρχομαι@vnfm εἰς@pa ὁ@dafs κατάπαυσις@nafsc αὐτός@rpgms εἰ@cs μή@x ὁ@ddmp ἀπειθέω@vpaadmp 
Heb 3:19  καί@cc βλέπω@vipa1p ὅτι@cs οὐ@b δύναμαι@viap3p εἰσέρχομαι@vnaa διά@pa ἀπιστία@nafsc 
Heb 4:1  φοβέω@vsap1p οὖν@cc μήποτε@cs καταλείπω@vpppgfs ἐπαγγελία@ngfsc εἰσέρχομαι@vnaa εἰς@pa ὁ@dafs κατάπαυσις@nafsc αὐτός@rpgms δοκέω@vspa3s τὶς@rinms ἐκ@pg σύ@rpg-p ὑστερέω@vnxa 
Heb 4:2  καί@b γάρ@cc εἰμί@vipa1p εὐαγγελίζω@vpxpnmp καθάπερ@cs καί+ἐκεῖνος@b&rdnmp ἀλλά@cc οὐ@b ὠφελέω@viaa3s ὁ@dnms λόγος@nnmsc ὁ@dgfs ἀκοή@ngfsc ἐκεῖνος@rdamp μή@x συγκεράννυμι@vpxpamp ὁ@ddfs πίστις@ndfsc ὁ@ddmp ἀκούω@vpaadmp 
Heb 4:3  εἰσέρχομαι@vipm1p γάρ@cc εἰς@pa ὁ@dafs κατάπαυσις@nafsc ὁ@dnmp πιστεύω@vpaanmp καθώς@cs λέγω@vixa3s ὡς@cs ὄμνυμι@viaa1s ἐν@pd ὁ@ddfs ὀργή@ndfsc ἐγώ@rpg-s εἰ@cs εἰσέρχομαι@vifm3p εἰς@pa ὁ@dafs κατάπαυσις@nafsc ἐγώ@rpg-s καίτοι@x ὁ@dgnp ἔργον@ngnpc ἀπό@pg καταβολή@ngfsc κόσμος@ngmsc γίνομαι@vpapgnp 
Heb 4:4  λέγω@vixa3s γάρ@cc πού@b περί@pg ὁ@dgfs ἕβδομος@aogfsn οὕτως@b καί@b καταπαύω@viaa3s ὁ@dnms θεός@nnmsc ἐν@pd ὁ@ddfs ἡμέρα@ndfsc ὁ@ddfs ἕβδομος@aodfsn ἀπό@pg πᾶς@aignpn ὁ@dgnp ἔργον@ngnpc αὐτός@rpgms 
Heb 4:5  καί@cc ἐν@pd οὗτος@rddms πάλιν@b εἰ@cs εἰσέρχομαι@vifm3p εἰς@pa ὁ@dafs κατάπαυσις@nafsc ἐγώ@rpg-s 
Heb 4:6  ἐπεί@cs οὖν@cc ἀπολείπω@vipp3s τὶς@riamp εἰσέρχομαι@vnaa εἰς@pa αὐτός@rpafs καί@cc ὁ@dnmp πρότερος@b εὐαγγελίζω@vpapnmp οὐ@b εἰσέρχομαι@viaa3p διά@pa ἀπείθεια@nafsc 
Heb 4:7  πάλιν@b τὶς@aiafsn ὁρίζω@vipa3s ἡμέρα@nafsc σήμερον@b ἐν@pd Δαυίδ@ndmsp λέγω@vppanms μετά@pa τοσοῦτος@adamsn χρόνος@namsc καθώς@cs προλέγω@vixp3s σήμερον@b ἐάν@cs ὁ@dgfs φωνή@ngfsc αὐτός@rpgms ἀκούω@vsaa2p μή@x σκληρύνω@vsaa2p ὁ@dafp καρδία@nafpc σύ@rpg-p 
Heb 4:8  εἰ@cs γάρ@cc αὐτός@rpamp Ἰησοῦς@nnmsp καταπαύω@viaa3s οὐ@b ἄν@x περί@pg ἄλλος@aigfsn λαλέω@viia3s μετά@pa οὗτος@rdanp ἡμέρα@ngfsc 
Heb 4:9  ἄρα@x ἀπολείπω@vipp3s σαββατισμός@nnmsc ὁ@ddms λαός@ndmsc ὁ@dgms θεός@ngmsc 
Heb 4:10  ὁ@dnms γάρ@cc εἰσέρχομαι@vpaanms εἰς@pa ὁ@dafs κατάπαυσις@nafsc αὐτός@rpgms καί@b αὐτός@rtnms καταπαύω@viaa3s ἀπό@pg ὁ@dgnp ἔργον@ngnpc αὐτός@rpgms ὥσπερ@cs ἀπό@pg ὁ@dgnp ἴδιος@angnpn ὁ@dnms θεός@nnmsc 
Heb 4:11  σπουδάζω@vsaa1p οὖν@cc εἰσέρχομαι@vnaa εἰς@pa ἐκεῖνος@rdafs ὁ@dafs κατάπαυσις@nafsc ἵνα@cs μή@x ἐν@pd ὁ@ddns αὐτός@atdnsn τὶς@rinms ὑπόδειγμα@ndnsc πίπτω@vsaa3s ὁ@dgfs ἀπείθεια@ngfsc 
Heb 4:12  ζάω@vppanms γάρ@cc ὁ@dnms λόγος@nnmsc ὁ@dgms θεός@ngmsc καί@cc ἐνεργής@annmsn καί@cc τομός@annmsc ὑπέρ@pa πᾶς@aiafsn μάχαιρα@nafsc δίστομος@anafsn καί@cc/b διϊκνέομαι@vppmnms ἄχρι@pg μερισμός@ngmsc ψυχή@ngfsc καί@cc πνεῦμα@ngnsc ἁρμός@ngmpc τέ@cc καί@cc μυελός@ngmpc καί@cc κριτικός@annmsn ἐνθύμησις@ngfpc καί@cc ἔννοια@ngfpc καρδία@ngfsc 
Heb 4:13  καί@cc οὐ@b εἰμί@vipa3s κτίσις@nnfsc ἀφανής@annfsn ἐνώπιον@pg αὐτός@rpgms πᾶς@ainnpn δέ@cc γυμνός@annnpn καί@cc τραχηλίζω@vpxpnnp ὁ@ddmp ὀφθαλμός@ndmpc αὐτός@rpgms πρός@pa ὅς@rrams ἐγώ@rpd-p ὁ@dnms λόγος@nnmsc 
Heb 4:14  ἔχω@vppanmp οὖν@cc ἀρχιερεύς@namsc μέγας@anamsn διέρχομαι@vpxaams ὁ@damp οὐρανός@nampc Ἰησοῦς@namsp ὁ@dams υἱός@namsc ὁ@dgms θεός@ngmsc κρατέω@vspa1p ὁ@dgfs ὁμολογία@ngfsc 
Heb 4:15  οὐ@b γάρ@cc ἔχω@vipa1p ἀρχιερεύς@namsc μή@x δύναμαι@vppmams συμπαθέω@vnaa ὁ@ddfp ἀσθένεια@ndfpc ἐγώ@rpg-p πειράζω@vpxpams δέ@cc κατά@pa πᾶς@aianpn κατά@pa ὁμοιότης@nafsc χωρίς@pg ἁμαρτία@ngfsc 
Heb 4:16  προσέρχομαι@vspm1p οὖν@cc μετά@pg παρρησία@ngfsc ὁ@ddms θρόνος@ndmsc ὁ@dgfs χάρις@ngfsc ἵνα@cs λαμβάνω@vsaa1p ἔλεος@nansc καί@cc χάρις@nafsc εὑρίσκω@vsaa1p εἰς@pa εὔκαιρος@anafsn βοήθεια@nafsc 
Heb 5:1  πᾶς@ainmsn γάρ@cc ἀρχιερεύς@nnmsc ἐκ@pg ἄνθρωπος@ngmpc λαμβάνω@vpppnms ὑπέρ@pg ἄνθρωπος@ngmpc καθίστημι@vipp3s ὁ@danp πρός@pa ὁ@dams θεός@namsc ἵνα@cs προσφέρω@vspa3s δῶρον@nanpc τέ@cc καί@cc θυσία@nafpc ὑπέρ@pg ἁμαρτία@ngfpc 
Heb 5:2  μετριοπαθέω@vnpa δύναμαι@vppmnms ὁ@ddmp ἀγνοέω@vppadmp καί@cc πλανάω@vpppdmp ἐπεί@cs καί@b αὐτός@rtnms περίκειμαι@vipp3s ἀσθένεια@nafsc 
Heb 5:3  καί@cc διά@pa αὐτός@rpafs ὀφείλω@vipa3s καθώς@cs περί@pg ὁ@dgms λαός@ngmsc οὕτως@b καί@b περί@pg αὐτός@rpgms προσφέρω@vnpa περί@pg ἁμαρτία@ngfpc 
Heb 5:4  καί@cc οὐ@b ἑαυτοῦ@rxdms τὶς@rinms λαμβάνω@vipa3s ὁ@dafs τιμή@nafsc ἀλλά@cc καλέω@vpppnms ὑπό@pg ὁ@dgms θεός@ngmsc καθώσπερ@cs καί@b Ἀαρών@nnmsp 
Heb 5:5  οὕτως@b καί@b ὁ@dnms Χριστός@nnmsp οὐ@b ἑαυτοῦ@rxams δοξάζω@viaa3s γίνομαι@vnap ἀρχιερεύς@namsc ἀλλά@cc ὁ@dnms λαλέω@vpaanms πρός@pa αὐτός@rpams υἱός@nnmsc ἐγώ@rpg-s εἰμί@vipa2s σύ@rpn-s ἐγώ@rpn-s σήμερον@b γεννάω@vixa1s σύ@rpa-s 
Heb 5:6  καθώς@cs καί@b ἐν@pd ἕτερος@aidmsn λέγω@vipa3s σύ@rpn-s ἱερεύς@nnmsc εἰς@pa ὁ@dams αἰών@namsc κατά@pa ὁ@dafs τάξις@nafsc Μελχισέδεκ@ngmsp 
Heb 5:7  ὅς@rrnms ἐν@pd ὁ@ddfp ἡμέρα@ndfpc ὁ@dgfs σάρξ@ngfsc αὐτός@rpgms δέησις@nafpc τέ@cc καί@cc ἱκετηρία@nafpc πρός@pa ὁ@dams δύναμαι@vppmams σῴζω@vnpa αὐτός@rpams ἐκ@pg θάνατος@ngmsc μετά@pg κραυγή@ngfsc ἰσχυρός@angfsn καί@cc δάκρυον@ngnpc προσφέρω@vpaanms καί@cc εἰσακούω@vpapnms ἀπό@pg ὁ@dgfs εὐλάβεια@ngfsc 
Heb 5:8  καίπερ@cs εἰμί@vppanms υἱός@nnmsc μανθάνω@viaa3s ἀπό@pg ὅς@rrgnp πάσχω@viaa3s ὁ@dafs ὑπακοή@nafsc 
Heb 5:9  καί@cc τελειόω@vpapnms γίνομαι@viam3s πᾶς@aidmpn ὁ@ddmp ὑπακούω@vppadmp αὐτός@rpdms αἴτιος@annmsn σωτηρία@ngfsc αἰώνιος@angfsn 
Heb 5:10  προσαγορεύω@vpapnms ὑπό@pg ὁ@dgms θεός@ngmsc ἀρχιερεύς@nnmsc κατά@pa ὁ@dafs τάξις@nafsc Μελχισέδεκ@ngmsp 
Heb 5:11  περί@pg ὅς@rrgms πολύς@annmsn ἐγώ@rpd-p ὁ@dnms λόγος@nnmsc καί@cc δυσερμήνευτος@annmsn λέγω@vnpa ἐπεί@cs νωθρός@annmpn γίνομαι@vixa2p ὁ@ddfp ἀκοή@ndfpc 
Heb 5:12  καί@b γάρ@cc ὀφείλω@vppanmp εἰμί@vnpa διδάσκαλος@nnmpc διά@pa ὁ@dams χρόνος@namsc πάλιν@b χρεία@nafsc ἔχω@vipa2p ὁ@dgns διδάσκω@vnpa σύ@rpa-p τὶς@riams/aianpn ὁ@danp στοιχεῖον@nanpc ὁ@dgfs ἀρχή@ngfsc ὁ@dgnp λόγιον@ngnpc ὁ@dgms θεός@ngmsc καί@cc γίνομαι@vixa2p χρεία@nafsc ἔχω@vppanmp γάλα@ngnsc καί@cc οὐ@b στερεός@angfsn τροφή@ngfsc 
Heb 5:13  πᾶς@ainmsn γάρ@cc ὁ@dnms μετέχω@vppanms γάλα@ngnsc ἄπειρος@annmsn λόγος@ngmsc δικαιοσύνη@ngfsc νήπιος@annmsn γάρ@cc εἰμί@vipa3s 
Heb 5:14  τέλειος@angmpn δέ@cc εἰμί@vipa3s ὁ@dnfs στερεός@annfsn τροφή@nnfsc ὁ@dgmp διά@pa ὁ@dafs ἕξις@nafsc ὁ@danp αἰσθητήριον@nanpc γυμνάζω@vpxpanp ἔχω@vppagmp πρός@pa διάκρισις@nafsc καλός@angnsn τέ@cc καί@cc κακός@angnsn 
Heb 6:1  διό@cc ἀφίημι@vpaanmp ὁ@dams ὁ@dgfs ἀρχή@ngfsc ὁ@dgms Χριστός@ngmsp λόγος@namsc ἐπί@pa ὁ@dafs τελειότης@nafsc φέρω@vspp1p μή@x πάλιν@b θεμέλιος@namsc καταβάλλω@vppmnmp μετάνοια@ngfsc ἀπό@pg νεκρός@angnpn ἔργον@ngnpc καί@cc πίστις@ngfsc ἐπί@pa θεός@namsc 
Heb 6:2  βαπτισμός@ngmpc διδαχή@ngfsc ἐπίθεσις@ngfsc τέ@cc χείρ@ngfpc ἀνάστασις@ngfsc τέ@cc νεκρός@angmpn καί@cc κρίμα@ngnsc αἰώνιος@angnsn 
Heb 6:3  καί@cc οὗτος@rdans ποιέω@vifa1p ἐάνπερ@cs ἐπιτρέπω@vspa3s ὁ@dnms θεός@nnmsc 
Heb 6:4  ἀδύνατος@annnsn γάρ@cc ὁ@damp ἅπαξ@b φωτίζω@vpapamp γεύω@vpamamp τέ@cc ὁ@dgfs δωρεά@ngfsc ὁ@dgfs ἐπουράνιος@angfsn καί@cc μέτοχος@anampn γίνομαι@vpapamp πνεῦμα@ngnsc ἅγιος@angnsn 
Heb 6:5  καί@cc καλός@anansn γεύω@vpamamp θεός@ngmsc ῥῆμα@nansc δύναμις@nafpc τέ@cc μέλλω@vppagms αἰών@ngmsc 
Heb 6:6  καί@cc παραπίπτω@vpaaamp πάλιν@b ἀνακαινίζω@vnpa εἰς@pa μετάνοια@nafsc ἀνασταυρόω@vppaamp ἑαυτοῦ@rxdmp ὁ@dams υἱός@namsc ὁ@dgms θεός@ngmsc καί@cc παραδειγματίζω@vppaamp 
Heb 6:7  γῆ@nnfsc γάρ@cc ὁ@dnfs πίνω@vpaanfs ὁ@dams ἐπί@pg αὐτός@rpgfs ἔρχομαι@vppmams πολλάκις@b ὑετός@namsc καί@cc τίκτω@vppanfs βοτάνη@nafsc εὔθετος@anafsn ἐκεῖνος@rddmp διά@pa ὅς@rramp καί@b γεωργέω@vipp3s μεταλαμβάνω@vipa3s εὐλογία@ngfsc ἀπό@pg ὁ@dgms θεός@ngmsc 
Heb 6:8  ἐκφέρω@vppanfs δέ@cc ἄκανθα@nafpc καί@cc τρίβολος@nampc ἀδόκιμος@annfsn καί@cc κατάρα@ngfsc ἐγγύς@pg ὅς@rrgfs ὁ@dnns τέλος@nnnsc εἰς@pa καῦσις@nafsc 
Heb 6:9  πείθω@vixp1p δέ@cc περί@pg σύ@rpg-p ἀγαπητός@anvmpn ὁ@danp ἀγαθός@ananpc καί@cc ἔχω@vppmanp σωτηρία@ngfsc εἰ@cs καί@b οὕτως@b λαλέω@vipa1p 
Heb 6:10  οὐ@b γάρ@cc ἄδικος@annmsn ὁ@dnms θεός@nnmsc ἐπιλανθάνομαι@vnam ὁ@dgns ἔργον@ngnsc σύ@rpg-p καί@cc ὁ@dgfs ἀγάπη@ngfsc ὅς@rrgfs ἐνδείκνυμι@viam2p εἰς@pa ὁ@dans ὄνομα@nansc αὐτός@rpgms διακονέω@vpaanmp ὁ@ddmp ἅγιος@andmpn καί@cc διακονέω@vppanmp 
Heb 6:11  ἐπιθυμέω@vipa1p δέ@cc ἕκαστος@aiamsn σύ@rpg-p ὁ@dafs αὐτός@atafsn ἐνδείκνυμι@vnpm σπουδή@nafsc πρός@pa ὁ@dafs πληροφορία@nafsc ὁ@dgfs ἐλπίς@ngfsc ἄχρι@pg τέλος@ngnsc 
Heb 6:12  ἵνα@cs μή@x νωθρός@annmpn γίνομαι@vsam2p μιμητής@nnmpc δέ@cc ὁ@dgmp διά@pg πίστις@ngfsc καί@cc μακροθυμία@ngfsc κληρονομέω@vppagmp ὁ@dafp ἐπαγγελία@nafpc 
Heb 6:13  ὁ@ddms γάρ@cc Ἀβραάμ@ndmsp ἐπαγγέλλομαι@vpamnms ὁ@dnms θεός@nnmsc ἐπεί@cs κατά@pg οὐδείς@rigms ἔχω@viia3s μέγας@angmsc ὄμνυμι@vnaa ὄμνυμι@viaa3s κατά@pg ἑαυτοῦ@rxgms 
Heb 6:14  λέγω@vppanms εἰ@cs μήν@x εὐλογέω@vppanms εὐλογέω@vifa1s σύ@rpa-s καί@cc πληθύνω@vppanms πληθύνω@vifa1s σύ@rpa-s 
Heb 6:15  καί@cc οὕτως@b μακροθυμέω@vpaanms ἐπιτυγχάνω@viaa3s ὁ@dgfs ἐπαγγελία@ngfsc 
Heb 6:16  ἄνθρωπος@nnmpc γάρ@cc κατά@pg ὁ@dgms μέγας@angmsc ὄμνυμι@vipa3p καί@cc πᾶς@aigfsn αὐτός@rpdmp ἀντιλογία@ngfsc πέρας@nnnsc εἰς@pa βεβαίωσις@nafsc ὁ@dnms ὅρκος@nnmsc 
Heb 6:17  ἐν@pd ὅς@rrdns περισσός@b βούλομαι@vppmnms ὁ@dnms θεός@nnmsc ἐπιδείκνυμι@vnaa ὁ@ddmp κληρονόμος@ndmpc ὁ@dgfs ἐπαγγελία@ngfsc ὁ@dans ἀμετάθετος@anansn ὁ@dgfs βουλή@ngfsc αὐτός@rpgms μεσιτεύω@viaa3s ὅρκος@ndmsc 
Heb 6:18  ἵνα@cs διά@pg δύο@acgnpn πρᾶγμα@ngnpc ἀμετάθετος@angnpn ἐν@pd ὅς@rrdnp ἀδύνατος@annnsn ψεύδομαι@vnam ὁ@dams θεός@namsc ἰσχυρός@anafsn παράκλησις@nafsc ἔχω@vspa1p ὁ@dnmp καταφεύγω@vpaanmp κρατέω@vnaa ὁ@dgfs πρόκειμαι@vpppgfs ἐλπίς@ngfsc 
Heb 6:19  ὅς@rrafs ὡς@cs ἄγκυρα@nafsc ἔχω@vipa1p ὁ@dgfs ψυχή@ngfsc ἀσφαλής@anafsn τέ@cc καί@cc βέβαιος@anafsn καί@cc εἰσέρχομαι@vppmafs εἰς@pa ὁ@dans ἐσώτερος@pg ὁ@dgns καταπέτασμα@ngnsc 
Heb 6:20  ὅπου@cs πρόδρομος@annmsn ὑπέρ@pg ἐγώ@rpg-p εἰσέρχομαι@viaa3s Ἰησοῦς@nnmsp κατά@pa ὁ@dafs τάξις@nafsc Μελχισέδεκ@ngmsp ἀρχιερεύς@nnmsc γίνομαι@vpamnms εἰς@pa ὁ@dams αἰών@namsc 
Heb 7:1  οὗτος@rdnms γάρ@cc ὁ@dnms Μελχισέδεκ@nnmsp βασιλεύς@nnmsc Σαλήμ@ngfsp ἱερεύς@nnmsc ὁ@dgms θεός@ngmsc ὁ@dgms ὕψιστος@angmss ὁ@dnms συναντάω@vpaanms Ἀβραάμ@ndmsp ὑποστρέφω@vppadms ἀπό@pg ὁ@dgfs κοπή@ngfsc ὁ@dgmp βασιλεύς@ngmpc καί@cc εὐλογέω@vpaanms αὐτός@rpams 
Heb 7:2  ὅς@rrdms καί@b δέκατος@aoafsn ἀπό@pg πᾶς@aignpn μερίζω@viaa3s Ἀβραάμ@nnmsp πρῶτος@b μέν@x ἑρμηνεύω@vpppnms βασιλεύς@nnmsc δικαιοσύνη@ngfsc ἔπειτα@b δέ@cc καί@b βασιλεύς@nnmsc Σαλήμ@ngfsp ὅς@rrnns εἰμί@vipa3s βασιλεύς@nnmsc εἰρήνη@ngfsc 
Heb 7:3  ἀπάτωρ@annmsn ἀμήτωρ@annmsn ἀγενεαλόγητος@annmsn μήτε@cc ἀρχή@nafsc ἡμέρα@ngfpc μήτε@cc ζωή@ngfsc τέλος@nansc ἔχω@vppanms ἀφομοιόω@vpxpnms δέ@cc ὁ@ddms υἱός@ndmsc ὁ@dgms θεός@ngmsc μένω@vipa3s ἱερεύς@nnmsc εἰς@pa ὁ@dans διηνεκής@anansn 
Heb 7:4  θεωρέω@vipa2p/vdpa2p δέ@cc πηλίκος@aqnmsn οὗτος@rdnms ὅς@rrdms καί@b δέκατος@aoafsn Ἀβραάμ@nnmsp δίδωμι@viaa3s ἐκ@pg ὁ@dgnp ἀκροθίνιον@ngnpc ὁ@dnms πατριάρχης@nnmsc 
Heb 7:5  καί@cc ὁ@dnmp μέν@x ἐκ@pg ὁ@dgmp υἱός@ngmpc Λευί@ngmsp ὁ@dafs ἱερατεία@nafsc λαμβάνω@vppanmp ἐντολή@nafsc ἔχω@vipa3p ἀποδεκατόω@vnpa ὁ@dams λαός@namsc κατά@pa ὁ@dams νόμος@namsc οὗτος@rdnns εἰμί@vipa3s ὁ@damp ἀδελφός@nampc αὐτός@rpgmp καίπερ@cs ἐξέρχομαι@vpxaamp ἐκ@pg ὁ@dgfs ὀσφύς@ngfsc Ἀβραάμ@ngmsp 
Heb 7:6  ὁ@dnms δέ@cc μή@x γενεαλογέω@vpppnms ἐκ@pg αὐτός@rpgmp δεκατόω@vixa3s Ἀβραάμ@namsp καί@cc ὁ@dams ἔχω@vppaams ὁ@dafp ἐπαγγελία@nafpc εὐλογέω@vixa3s 
Heb 7:7  χωρίς@pg δέ@cc πᾶς@aigfsn ἀντιλογία@ngfsc ὁ@dnns ἐλαχύς@annnsc ὑπό@pg ὁ@dgms/dgns ἀγαθός@angnsc εὐλογέω@vipp3s 
Heb 7:8  καί@cc ὧδε@b μέν@x δέκατος@aoafpn ἀποθνῄσκω@vppanmp ἄνθρωπος@nnmpc λαμβάνω@vipa3p ἐκεῖ@b δέ@cc μαρτυρέω@vpppnms ὅτι@cs ζάω@vipa3s 
Heb 7:9  καί@cc ὡς@cs ἔπος@nansc λέγω@vnaa διά@pg Ἀβραάμ@ngmsp καί@b Λευί@nnmsp ὁ@dnms δέκατος@aoafpn λαμβάνω@vppanms δεκατόω@vixp3s 
Heb 7:10  ἔτι@b γάρ@cc ἐν@pd ὁ@ddfs ὀσφύς@ndfsc ὁ@dgms πατήρ@ngmsc εἰμί@viia3s ὅτε@cs συναντάω@viaa3s αὐτός@rpdms Μελχισέδεκ@nnmsp 
Heb 7:11  εἰ@cs μέν@x οὖν@cc τελείωσις@nnfsc διά@pg ὁ@dgfs Λευιτικός@angfsn ἱερωσύνη@ngfsc εἰμί@viia3s ὁ@dnms λαός@nnmsc γάρ@cc ἐπί@pg αὐτός@rpgfs νομοθετέω@vixp3s τίς@aqnfsn ἔτι@b χρεία@nnfsc κατά@pa ὁ@dafs τάξις@nafsc Μελχισέδεκ@ngmsp ἕτερος@aiamsn ἀνίστημι@vnpm ἱερεύς@namsc καί@cc οὐ@b κατά@pa ὁ@dafs τάξις@nafsc Ἀαρών@ngmsp λέγω@vnpp 
Heb 7:12  μετατίθημι@vpppgfs γάρ@cc ὁ@dgfs ἱερωσύνη@ngfsc ἐκ@pg ἀνάγκη@ngfsc καί@b νόμος@ngmsc μετάθεσις@nnfsc γίνομαι@vipm3s 
Heb 7:13  ἐπί@pa ὅς@rrams γάρ@cc λέγω@vipp3s οὗτος@rdnnp φυλή@ngfsc ἕτερος@aigfsn μετέχω@vixa3s ἀπό@pg ὅς@rrgfs οὐδείς@rinms προσέχω@vixa3s ὁ@ddns θυσιαστήριον@ndnsc 
