Mat 1:1  βίβλος@nnfsc γένεσις@ngfsc Ἰησοῦς@ngmsp Χριστός@ngmsp υἱός@ngmsc Δαυίδ@ngmsp υἱός@ngmsc Ἀβραάμ@ngmsp 
Luk 24:19  καί@cc λέγω@viaa3s αὐτός@rpdmp ποῖος@rqanp ὁ@dnmp δέ@cc λέγω@viaa3p αὐτός@rpdms ὁ@danp περί@pg Ἰησοῦς@ngmsp ὁ@dgms Ναζαρηνός@angmsn ὅς@rrnms γίνομαι@viam3s ἀνήρ@nnmsc προφήτης@nnmsc δυνατός@annmsn ἐν@pd ἔργον@ndnsc καί@cc λόγος@ndmsc ἐναντίον@pg ὁ@dgms θεός@ngmsc καί@cc πᾶς@aigmsn ὁ@dgms λαός@ngmsc 
Luk 24:20  ὅπως@cs τέ@cc παραδίδωμι@viaa3p αὐτός@rpams ὁ@dnmp ἀρχιερεύς@nnmpc καί@cc ὁ@dnmp ἄρχων@nnmpc ἐγώ@rpg-p εἰς@pa κρίμα@nansc θάνατος@ngmsc καί@cc σταυρόω@viaa3p αὐτός@rpams 
Luk 24:21  ἐγώ@rpn-p δέ@cc ἐλπίζω@viia1p ὅτι@cs αὐτός@rtnms εἰμί@vipa3s ὁ@dnms μέλλω@vppanms λυτρόω@vnpm ὁ@dams Ἰσραήλ@namsp ἀλλά@cc γέ@x καί@b σύν@pd πᾶς@aidnpn οὗτος@rddnp τρίτος@aoafsn οὗτος@rdafs ἡμέρα@nafsc ἄγω@vipa3s ἀπό@pg ὅς@rrgns οὗτος@rdnnp γίνομαι@viam3s 
Luk 24:22  ἀλλά@cc καί@b γυνή@nnfpc τὶς@ainfpn ἐκ@pg ἐγώ@rpg-p ἐξίστημι@viaa3p ἐγώ@rpa-p γίνομαι@vpamnfp ὀρθρινός@annfpn ἐπί@pa ὁ@dans μνημεῖον@nansc 
Luk 24:23  καί@cc μή@x εὑρίσκω@vpaanfp ὁ@dans σῶμα@nansc αὐτός@rpgms ἔρχομαι@viaa3p λέγω@vppanfp καί@b ὀπτασία@nafsc ἄγγελος@ngmpc ὁράω@vnxa ὅς@rrnmp λέγω@vipa3p αὐτός@rpams ζάω@vnpa 
Luk 24:24  καί@cc ἀπέρχομαι@viaa3p τὶς@rinmp ὁ@dgmp σύν@pd ἐγώ@rpd-p ἐπί@pa ὁ@dans μνημεῖον@nansc καί@cc εὑρίσκω@viaa3p οὕτως@b καθώς@cs καί@b ὁ@dnfp γυνή@nnfpc λέγω@viaa3p αὐτός@rpams δέ@cc οὐ@b ὁράω@viaa3p 
Luk 24:25  καί@cc αὐτός@rtnms λέγω@viaa3s πρός@pa αὐτός@rpamp ὦ@i ἀνόητος@anvmpn καί@cc βραδύς@anvmpn ὁ@ddfs καρδία@ndfsc ὁ@dgns πιστεύω@vnpa ἐπί@pd πᾶς@aidnpn ὅς@rrdnp λαλέω@viaa3p ὁ@dnmp προφήτης@nnmpc 
Luk 24:26  οὐχί@b οὗτος@rdanp δεῖ@viia3s πάσχω@vnaa ὁ@dams Χριστός@namsp καί@cc εἰσέρχομαι@vnaa εἰς@pa ὁ@dafs δόξα@nafsc αὐτός@rpgms 
Luk 24:27  καί@cc ἄρχω@vpamnms ἀπό@pg Μωϋσῆς@ngmsp καί@cc ἀπό@pg πᾶς@aigmpn ὁ@dgmp προφήτης@ngmpc διερμηνεύω@viaa3s αὐτός@rpdmp ἐν@pd πᾶς@aidfpn ὁ@ddfp γραφή@ndfpc ὁ@danp περί@pg ἑαυτοῦ@rxgms 
Luk 24:28  καί@cc ἐγγίζω@viaa3p εἰς@pa ὁ@dafs κώμη@nafsc ὅς@b πορεύομαι@viim3p καί@cc αὐτός@rtnms προσποιέω@viam3s πόρρω@b πορεύομαι@vnpm 
Luk 24:29  καί@cc παραβιάζομαι@viam3p αὐτός@rpams λέγω@vppanmp μένω@vdaa2s μετά@pg ἐγώ@rpg-p ὅτι@cs πρός@pa ἑσπέρα@nafsc εἰμί@vipa3s καί@cc κλίνω@vixa3s ἤδη@b ὁ@dnfs ἡμέρα@nnfsc καί@cc εἰσέρχομαι@viaa3s ὁ@dgns μένω@vnaa σύν@pd αὐτός@rpdmp 
Luk 24:30  καί@cc γίνομαι@viam3s ἐν@pd ὁ@ddns κατακλίνω@vnap αὐτός@rpams μετά@pg αὐτός@rpgmp λαμβάνω@vpaanms ὁ@dams ἄρτος@namsc εὐλογέω@viaa3s καί@cc κλάω@vpaanms ἐπιδίδωμι@viia3s αὐτός@rpdmp 
Luk 24:31  αὐτός@rpgmp δέ@cc διανοίγω@viap3p ὁ@dnmp ὀφθαλμός@nnmpc καί@cc ἐπιγινώσκω@viaa3p αὐτός@rpams καί@cc αὐτός@rtnms ἄφαντος@annmsn γίνομαι@viam3s ἀπό@pg αὐτός@rpgmp 
Luk 24:32  καί@cc λέγω@viaa3p πρός@pa ἀλλήλων@reamp οὐχί@b ὁ@dnfs καρδία@nnfsc ἐγώ@rpg-p καίω@vpppnfs εἰμί@viia3s ἐν@pd ἐγώ@rpd-p ὡς@cs λαλέω@viia3s ἐγώ@rpd-p ἐν@pd ὁ@ddfs ὁδός@ndfsc ὡς@cs διανοίγω@viia3s ἐγώ@rpd-p ὁ@dafp γραφή@nafpc 
Luk 24:33  καί@cc ἀνίστημι@vpaanmp αὐτός@atdfsn/rtdfs ὁ@ddfs ὥρα@ndfsc ὑποστρέφω@viaa3p εἰς@pa Ἰερουσαλήμ@nafsp καί@cc εὑρίσκω@viaa3p ἀθροίζω@vpxpamp ὁ@damp ἕνδεκα@ac---n καί@cc ὁ@damp σύν@pd αὐτός@rpdmp 
Luk 24:34  λέγω@vppaamp ὅτι@cs ὄντως@b ἐγείρω@viap3s ὁ@dnms κύριος@nnmsc καί@cc ὁράω@viap3s Σίμων@ndmsp 
Luk 24:35  καί@cc αὐτός@rtnmp ἐξηγέομαι@viim3p ὁ@danp ἐν@pd ὁ@ddfs ὁδός@ndfsc καί@cc ὡς@cs γινώσκω@viap3s αὐτός@rpdmp ἐν@pd ὁ@ddfs κλάσις@ndfsc ὁ@dgms ἄρτος@ngmsc 
Luk 24:36  οὗτος@rdanp δέ@cc αὐτός@rpgmp λαλέω@vppagmp αὐτός@rtnms ἵστημι@viaa3s ἐν@pd μέσος@andnsn αὐτός@rpgmp καί@cc λέγω@vipa3s αὐτός@rpdmp εἰρήνη@nnfsc σύ@rpd-p 
Luk 24:37  πτοέω@vpapnmp δέ@cc καί@cc ἔμφοβος@annmpn γίνομαι@vpamnmp δοκέω@viia3p πνεῦμα@nansc θεωρέω@vnpa 
Luk 24:38  καί@cc λέγω@viaa3s αὐτός@rpdmp τίς@rqans ταράσσω@vpxpnmp εἰμί@vipa2p καί@cc διά@pa τίς@rqans διαλογισμός@nnmpc ἀναβαίνω@vipa3p ἐν@pd ὁ@ddfs καρδία@ndfsc σύ@rpg-p 
Luk 24:39  ὁράω@vdaa2p ὁ@dafp χείρ@nafpc ἐγώ@rpg-s καί@cc ὁ@damp πούς@nampc ἐγώ@rpg-s ὅτι@cs ἐγώ@rpn-s εἰμί@vipa1s αὐτός@rtnms ψηλαφάω@vdaa2p ἐγώ@rpa-s καί@cc ὁράω@vdaa2p ὅτι@cs πνεῦμα@nnnsc σάρξ@nafsc καί@cc ὀστέον@nanpc οὐ@b ἔχω@vipa3s καθώς@cs ἐγώ@rpa-s θεωρέω@vipa2p ἔχω@vppaams 
Luk 24:40  καί@cc οὗτος@rdans λέγω@vpaanms δείκνυμι@viaa3s αὐτός@rpdmp ὁ@dafp χείρ@nafpc καί@cc ὁ@damp πούς@nampc 
Luk 24:41  ἔτι@b δέ@cc ἀπιστέω@vppagmp αὐτός@rpgmp ἀπό@pg ὁ@dgfs χαρά@ngfsc καί@cc θαυμάζω@vppagmp λέγω@viaa3s αὐτός@rpdmp ἔχω@vipa2p τὶς@rians βρώσιμος@anansn ἐνθάδε@b 
Luk 24:42  ὁ@dnmp δέ@cc ἐπιδίδωμι@viaa3p αὐτός@rpdms ἰχθύς@ngmsc ὀπτός@angmsn μέρος@nansc 
Luk 24:43  καί@cc λαμβάνω@vpaanms ἐνώπιον@pg αὐτός@rpgmp ἐσθίω@viaa3s 
Luk 24:44  λέγω@viaa3s δέ@cc πρός@pa αὐτός@rpamp οὗτος@rdnmp ὁ@dnmp λόγος@nnmpc ἐγώ@rpg-s ὅς@rramp λαλέω@viaa1s πρός@pa σύ@rpa-p ἔτι@b εἰμί@vppanms σύν@pd σύ@rpd-p ὅτι@cs δεῖ@vipa3s πληρόω@vnap πᾶς@aianpn ὁ@danp γράφω@vpxpanp ἐν@pd ὁ@ddms νόμος@ndmsc Μωϋσῆς@ngmsp καί@cc ὁ@ddmp προφήτης@ndmpc καί@cc ψαλμός@ndmpc περί@pg ἐγώ@rpg-s 
Luk 24:45  τότε@b διανοίγω@viaa3s αὐτός@rpgmp ὁ@dams νοῦς@namsc ὁ@dgns συνίημι@vnpa ὁ@dafp γραφή@nafpc 
Luk 24:46  καί@cc λέγω@viaa3s αὐτός@rpdmp ὅτι@cs οὕτως@b γράφω@vixp3s πάσχω@vnaa ὁ@dams Χριστός@namsp καί@cc ἀνίστημι@vnaa ἐκ@pg νεκρός@angmpn ὁ@ddfs τρίτος@aodfsn ἡμέρα@ndfsc 
Luk 24:47  καί@cc κηρύσσω@vnap ἐπί@pd ὁ@ddns ὄνομα@ndnsc αὐτός@rpgms μετάνοια@nafsc εἰς@pa ἄφεσις@nafsc ἁμαρτία@ngfpc εἰς@pa πᾶς@aianpn ὁ@danp ἔθνος@nanpc ἄρχω@vpamnmp ἀπό@pg Ἰερουσαλήμ@ngfsp 
Luk 24:48  σύ@rpn-p μάρτυς@nnmpc οὗτος@rdgnp 
Luk 24:49  καί@cc ἰδού@i ἐγώ@rpn-s ἀποστέλλω@vipa1s ὁ@dafs ἐπαγγελία@nafsc ὁ@dgms πατήρ@ngmsc ἐγώ@rpg-s ἐπί@pa σύ@rpa-p σύ@rpn-p δέ@cc καθίζω@vdaa2p ἐν@pd ὁ@ddfs πόλις@ndfsc ἕως@pg ὅς@rrgns ἐνδύω@vsam2p ἐκ@pg ὕψος@ngnsc δύναμις@nafsc 
Luk 24:50  ἐξάγω@viaa3s δέ@cc αὐτός@rpamp ἔξω@b ἕως@pg πρός@pa Βηθανία@nafsp καί@cc ἐπαίρω@vpaanms ὁ@dafp χείρ@nafpc αὐτός@rpgms εὐλογέω@viaa3s αὐτός@rpamp 
Luk 24:51  καί@cc γίνομαι@viam3s ἐν@pd ὁ@ddns εὐλογέω@vnpa αὐτός@rpams αὐτός@rpamp διΐστημι@viaa3s ἀπό@pg αὐτός@rpgmp καί@cc ἀναφέρω@viip3s εἰς@pa ὁ@dams οὐρανός@namsc 
Luk 24:52  καί@cc αὐτός@rtnmp προσκυνέω@vpaanmp αὐτός@rpams ὑποστρέφω@viaa3p εἰς@pa Ἰερουσαλήμ@nafsp μετά@pg χαρά@ngfsc μέγας@angfsn 
Luk 24:53  καί@cc εἰμί@viia3p διά@pg πᾶς@aignsn ἐν@pd ὁ@ddns ἱερόν@ndnsc εὐλογέω@vppanmp ὁ@dams θεός@namsc 
Joh 1:1  ἐν@pd ἀρχή@ndfsc εἰμί@viia3s ὁ@dnms λόγος@nnmsc καί@cc ὁ@dnms λόγος@nnmsc εἰμί@viia3s πρός@pa ὁ@dams θεός@namsc καί@cc θεός@nnmsc εἰμί@viia3s ὁ@dnms λόγος@nnmsc 
Joh 1:2  οὗτος@rdnms εἰμί@viia3s ἐν@pd ἀρχή@ndfsc πρός@pa ὁ@dams θεός@namsc 
Joh 1:3  πᾶς@ainnpn διά@pg αὐτός@rpgms γίνομαι@viam3s καί@cc χωρίς@pg αὐτός@rpgms γίνομαι@viam3s οὐδέ@b εἷς@acnnsn ὅς@rrnns γίνομαι@vixa3s 
Joh 1:4  ἐν@pd αὐτός@rpdms ζωή@nnfsc εἰμί@viia3s καί@cc ὁ@dnfs ζωή@nnfsc εἰμί@viia3s ὁ@dnns φῶς@nnnsc ὁ@dgmp ἄνθρωπος@ngmpc 
Joh 1:5  καί@cc ὁ@dnns φῶς@nnnsc ἐν@pd ὁ@ddfs σκοτία@ndfsc φαίνω@vipa3s καί@cc ὁ@dnfs σκοτία@nnfsc αὐτός@rpans οὐ@b καταλαμβάνω@viaa3s 
Joh 1:6  γίνομαι@viam3s ἄνθρωπος@nnmsc ἀποστέλλω@vpxpnms παρά@pg θεός@ngmsc ὄνομα@nnnsc αὐτός@rpdms Ἰωάννης@nnmsp 
Joh 1:7  οὗτος@rdnms ἔρχομαι@viaa3s εἰς@pa μαρτυρία@nafsc ἵνα@cs μαρτυρέω@vsaa3s περί@pg ὁ@dgns φῶς@ngnsc ἵνα@cs πᾶς@ainmpn πιστεύω@vsaa3p διά@pg αὐτός@rpgms 
Joh 1:8  οὐ@b εἰμί@viia3s ἐκεῖνος@rdnms ὁ@dnns φῶς@nnnsc ἀλλά@cc ἵνα@cs μαρτυρέω@vsaa3s περί@pg ὁ@dgns φῶς@ngnsc 
Joh 1:9  εἰμί@viia3s ὁ@dnns φῶς@nnnsc ὁ@dnns ἀληθινός@annnsn ὅς@rrnns φωτίζω@vipa3s πᾶς@aiamsn ἄνθρωπος@namsc ἔρχομαι@vppmams/vppmnns εἰς@pa ὁ@dams κόσμος@namsc 
Joh 1:10  ἐν@pd ὁ@ddms κόσμος@ndmsc εἰμί@viia3s καί@cc ὁ@dnms κόσμος@nnmsc διά@pg αὐτός@rpgms γίνομαι@viam3s καί@cc ὁ@dnms κόσμος@nnmsc αὐτός@rpams οὐ@b γινώσκω@viaa3s 
Joh 1:11  εἰς@pa ὁ@danp ἴδιος@ananpn ἔρχομαι@viaa3s καί@cc ὁ@dnmp ἴδιος@annmpn αὐτός@rpams οὐ@b παραλαμβάνω@viaa3p 
Joh 1:12  ὅσος@rrnmp δέ@cc λαμβάνω@viaa3p αὐτός@rpams δίδωμι@viaa3s αὐτός@rpdmp ἐξουσία@nafsc τέκνον@nnnpc θεός@ngmsc γίνομαι@vnam ὁ@ddmp πιστεύω@vppadmp εἰς@pa ὁ@dans ὄνομα@nansc αὐτός@rpgms 
Joh 1:13  ὅς@rrnmp οὐ@b ἐκ@pg αἷμα@ngnpc οὐδέ@cc ἐκ@pg θέλημα@ngnsc σάρξ@ngfsc οὐδέ@cc ἐκ@pg θέλημα@ngnsc ἀνήρ@ngmsc ἀλλά@cc ἐκ@pg θεός@ngmsc γεννάω@viap3p 
Joh 1:14  καί@cc ὁ@dnms λόγος@nnmsc σάρξ@nnfsc γίνομαι@viam3s καί@cc σκηνόω@viaa3s ἐν@pd ἐγώ@rpd-p καί@cc θεάομαι@viam1p ὁ@dafs δόξα@nafsc αὐτός@rpgms δόξα@nafsc ὡς@cs μονογενής@angmsn παρά@pg πατήρ@ngmsc πλήρης@annmsn χάρις@ngfsc καί@cc ἀλήθεια@ngfsc 
Joh 1:15  Ἰωάννης@nnmsp μαρτυρέω@vipa3s περί@pg αὐτός@rpgms καί@cc κράζω@vixa3s λέγω@vppanms οὗτος@rdnms εἰμί@viia3s ὅς@rrams λέγω@viaa1s ὁ@dnms ὀπίσω@pg ἐγώ@rpg-s ἔρχομαι@vppmnms ἔμπροσθεν@pg ἐγώ@rpg-s γίνομαι@vixa3s ὅτι@cs πρῶτος@aonmsn ἐγώ@rpg-s εἰμί@viia3s 
Joh 1:16  ὅτι@cs ἐκ@pg ὁ@dgns πλήρωμα@ngnsc αὐτός@rpgms ἐγώ@rpn-p πᾶς@ainmpn λαμβάνω@viaa1p καί@cc/b χάρις@nafsc ἀντί@pg χάρις@ngfsc 
Joh 1:17  ὅτι@cs ὁ@dnms νόμος@nnmsc διά@pg Μωϋσῆς@ngmsp δίδωμι@viap3s ὁ@dnfs χάρις@nnfsc καί@cc ὁ@dnfs ἀλήθεια@nnfsc διά@pg Ἰησοῦς@ngmsp Χριστός@ngmsp γίνομαι@viam3s 
Joh 1:18  θεός@namsc οὐδείς@rinms ὁράω@vixa3s πώποτε@b μονογενής@annmsn θεός@nnmsc ὁ@dnms εἰμί@vppanms εἰς@pa ὁ@dams κόλπος@namsc ὁ@dgms πατήρ@ngmsc ἐκεῖνος@rdnms ἐξηγέομαι@viam3s 
Joh 1:19  καί@cc οὗτος@rdnfs εἰμί@vipa3s ὁ@dnfs μαρτυρία@nnfsc ὁ@dgms Ἰωάννης@ngmsp ὅτε@cs ἀποστέλλω@viaa3p πρός@pa αὐτός@rpams ὁ@dnmp Ἰουδαῖος@annmpn ἐκ@pg Ἱεροσόλυμα@ngnpp ἱερεύς@nampc καί@cc Λευίτης@nampp ἵνα@cs ἐρωτάω@vsaa3p αὐτός@rpams σύ@rpn-s τίς@rqnms εἰμί@vipa2s 
Joh 1:20  καί@cc ὁμολογέω@viaa3s καί@cc οὐ@b ἀρνέομαι@viam3s καί@cc ὁμολογέω@viaa3s ὅτι@cs ἐγώ@rpn-s οὐ@b εἰμί@vipa1s ὁ@dnms Χριστός@nnmsp 
Joh 1:21  καί@cc ἐρωτάω@viaa3p αὐτός@rpams τίς@rqnns οὖν@cc σύ@rpn-s Ἠλίας@nnmsp εἰμί@vipa2s καί@cc λέγω@vipa3s οὐ@b εἰμί@vipa1s ὁ@dnms προφήτης@nnmsc εἰμί@vipa2s σύ@rpn-s καί@cc ἀποκρίνομαι@viap3s οὐ@b 
Joh 1:22  λέγω@viaa3p οὖν@cc αὐτός@rpdms τίς@rqnms εἰμί@vipa2s ἵνα@cs ἀπόκρισις@nafsc δίδωμι@vsaa1p ὁ@ddmp πέμπω@vpaadmp ἐγώ@rpa-p τίς@rqans λέγω@vipa2s περί@pg σεαυτοῦ@rxgms 
Joh 1:23  φημί@viaa3s/viia3s ἐγώ@rpn-s φωνή@nnfsc βοάω@vppagms ἐν@pd ὁ@ddfs ἔρημος@ndfsc εὐθύνω@vdaa2p ὁ@dafs ὁδός@nafsc κύριος@ngmsc καθώς@cs λέγω@viaa3s Ἠσαΐας@nnmsp ὁ@dnms προφήτης@nnmsc 
Joh 1:24  καί@cc ἀποστέλλω@vpxpnmp εἰμί@viia3p ἐκ@pg ὁ@dgmp Φαρισαῖος@ngmpp 
Joh 1:25  καί@cc ἐρωτάω@viaa3p αὐτός@rpams καί@cc λέγω@viaa3p αὐτός@rpdms τίς@rqans οὖν@cc βαπτίζω@vipa2s εἰ@cs σύ@rpn-s οὐ@b εἰμί@vipa2s ὁ@dnms Χριστός@nnmsp οὐδέ@cc Ἠλίας@nnmsp οὐδέ@cc ὁ@dnms προφήτης@nnmsc 
Joh 1:26  ἀποκρίνομαι@viap3s αὐτός@rpdmp ὁ@dnms Ἰωάννης@nnmsp λέγω@vppanms ἐγώ@rpn-s βαπτίζω@vipa1s ἐν@pd ὕδωρ@ndnsc μέσος@annmsn σύ@rpg-p ἵστημι@vixa3s ὅς@rrams σύ@rpn-p οὐ@b οἶδα@vixa2p 
Joh 1:27  ὁ@dnms ὀπίσω@pg ἐγώ@rpg-s ἔρχομαι@vppmnms ὅς@rrgms οὐ@b εἰμί@vipa1s ἐγώ@rpn-s ἄξιος@annmsn ἵνα@cs λύω@vsaa1s αὐτός@rpgms ὁ@dams ἱμάς@namsc ὁ@dgns ὑπόδημα@ngnsc 
Joh 1:28  οὗτος@rdnnp ἐν@pd Βηθανία@ndfsp γίνομαι@viam3s πέραν@pg ὁ@dgms Ἰορδάνης@ngmsp ὅπου@cs εἰμί@viia3s ὁ@dnms Ἰωάννης@nnmsp βαπτίζω@vppanms 
Joh 1:29  ὁ@ddfs ἐπαύριον@b βλέπω@vipa3s ὁ@dams Ἰησοῦς@namsp ἔρχομαι@vppmams πρός@pa αὐτός@rpams καί@cc λέγω@vipa3s ὁράω@i ὁ@dnms ἀμνός@nnmsc ὁ@dgms θεός@ngmsc ὁ@dnms αἴρω@vppanms ὁ@dafs ἁμαρτία@nafsc ὁ@dgms κόσμος@ngmsc 
Joh 1:30  οὗτος@rdnms εἰμί@vipa3s ὑπέρ@pg ὅς@rrgms ἐγώ@rpn-s λέγω@viaa1s ὀπίσω@pg ἐγώ@rpg-s ἔρχομαι@vipm3s ἀνήρ@nnmsc ὅς@rrnms ἔμπροσθεν@pg ἐγώ@rpg-s γίνομαι@vixa3s ὅτι@cs πρῶτος@aonmsn ἐγώ@rpg-s εἰμί@viia3s 
Joh 1:31  καί+ἐγώ@cc&rpn-s οὐ@b οἶδα@viya1s αὐτός@rpams ἀλλά@cc ἵνα@cs φανερόω@vsap3s ὁ@ddms Ἰσραήλ@ndmsp διά@pa οὗτος@rdans ἔρχομαι@viaa1s ἐγώ@rpn-s ἐν@pd ὕδωρ@ndnsc βαπτίζω@vppanms 
Joh 1:32  καί@cc μαρτυρέω@viaa3s Ἰωάννης@nnmsp λέγω@vppanms ὅτι@cs θεάομαι@vixm1s ὁ@dans πνεῦμα@nansc καταβαίνω@vppaans ὡς@cs περιστερά@nafsc ἐκ@pg οὐρανός@ngmsc καί@cc μένω@viaa3s ἐπί@pa αὐτός@rpams 
Joh 1:33  καί+ἐγώ@cc&rpn-s οὐ@b οἶδα@viya1s αὐτός@rpams ἀλλά@cc ὁ@dnms πέμπω@vpaanms ἐγώ@rpa-s βαπτίζω@vnpa ἐν@pd ὕδωρ@ndnsc ἐκεῖνος@rdnms ἐγώ@rpd-s λέγω@viaa3s ἐπί@pa ὅς@rrams ἄν@x ὁράω@vsaa2s ὁ@dans πνεῦμα@nansc καταβαίνω@vppaans καί@cc μένω@vppaans ἐπί@pa αὐτός@rpams οὗτος@rdnms εἰμί@vipa3s ὁ@dnms βαπτίζω@vppanms ἐν@pd πνεῦμα@ndnsc ἅγιος@andnsn 
Joh 1:34  καί+ἐγώ@cc&rpn-s ὁράω@vixa1s καί@cc μαρτυρέω@vixa1s ὅτι@cs οὗτος@rdnms εἰμί@vipa3s ὁ@dnms υἱός@nnmsc ὁ@dgms θεός@ngmsc 
Joh 1:35  ὁ@ddfs ἐπαύριον@b πάλιν@b ἵστημι@viya3s ὁ@dnms Ἰωάννης@nnmsp καί@cc ἐκ@pg ὁ@dgmp μαθητής@ngmpc αὐτός@rpgms δύο@acnmpn 
Joh 1:36  καί@cc ἐμβλέπω@vpaanms ὁ@ddms Ἰησοῦς@ndmsp περιπατέω@vppadms λέγω@vipa3s ὁράω@i ὁ@dnms ἀμνός@nnmsc ὁ@dgms θεός@ngmsc 
Joh 1:37  καί@cc ἀκούω@viaa3p ὁ@dnmp δύο@acnmpn μαθητής@nnmpc αὐτός@rpgms λαλέω@vppagms καί@cc ἀκολουθέω@viaa3p ὁ@ddms Ἰησοῦς@ndmsp 
Joh 1:38  στρέφω@vpapnms δέ@cc ὁ@dnms Ἰησοῦς@nnmsp καί@cc θεάομαι@vpamnms αὐτός@rpamp ἀκολουθέω@vppaamp λέγω@vipa3s αὐτός@rpdmp τίς@rqans ζητέω@vipa2p ὁ@dnmp δέ@cc λέγω@viaa3p αὐτός@rpdms ῥαββί@nvmsc ὅς@rrnns λέγω@vipp3s μεθερμηνεύω@vpppnns διδάσκαλος@nvmsc ποῦ@b μένω@vipa2s 
Joh 1:39  λέγω@vipa3s αὐτός@rpdmp ἔρχομαι@vdpm2p καί@cc ὁράω@vifm2p ἔρχομαι@viaa3p οὖν@cc καί@cc ὁράω@viaa3p ποῦ@b μένω@vipa3s καί@cc παρά@pd αὐτός@rpdms μένω@viaa3p ὁ@dafs ἡμέρα@nafsc ἐκεῖνος@rdafs ὥρα@nnfsc εἰμί@viia3s ὡς@b δέκατος@aonfsn 
Joh 1:40  εἰμί@viia3s Ἀνδρέας@nnmsp ὁ@dnms ἀδελφός@nnmsc Σίμων@ngmsp Πέτρος@ngmsp εἷς@acnmsn ἐκ@pg ὁ@dgmp δύο@acgmpn ὁ@dgmp ἀκούω@vpaagmp παρά@pg Ἰωάννης@ngmsp καί@cc ἀκολουθέω@vpaagmp αὐτός@rpdms 
Joh 1:41  εὑρίσκω@vipa3s οὗτος@rdnms πρῶτος@b ὁ@dams ἀδελφός@namsc ὁ@dams ἴδιος@anamsn Σίμων@namsp καί@cc λέγω@vipa3s αὐτός@rpdms εὑρίσκω@vixa1p ὁ@dams Μεσσίας@namsp ὅς@rrnns εἰμί@vipa3s μεθερμηνεύω@vpppnns Χριστός@nnmsp 
Joh 1:42  ἄγω@viaa3s αὐτός@rpams πρός@pa ὁ@dams Ἰησοῦς@namsp ἐμβλέπω@vpaanms αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp λέγω@viaa3s σύ@rpn-s εἰμί@vipa2s Σίμων@nnmsp ὁ@dnms υἱός@nnmsc Ἰωάννης@ngmsp σύ@rpn-s καλέω@vifp2s Κηφᾶς@nnmsp ὅς@rrnns ἑρμηνεύω@vipp3s Πέτρος@nnmsp 
Joh 1:43  ὁ@ddfs ἐπαύριον@b θέλω@viaa3s ἐξέρχομαι@vnaa εἰς@pa ὁ@dafs Γαλιλαία@nafsp καί@cc εὑρίσκω@vipa3s Φίλιππος@namsp καί@cc λέγω@vipa3s αὐτός@rpdms ὁ@dnms Ἰησοῦς@nnmsp ἀκολουθέω@vdpa2s ἐγώ@rpd-s 
Joh 1:44  εἰμί@viia3s δέ@cc ὁ@dnms Φίλιππος@nnmsp ἀπό@pg Βηθσαϊδά@ngfsp ἐκ@pg ὁ@dgfs πόλις@ngfsc Ἀνδρέας@ngmsp καί@cc Πέτρος@ngmsp 
Joh 1:45  εὑρίσκω@vipa3s Φίλιππος@nnmsp ὁ@dams Ναθαναήλ@namsp καί@cc λέγω@vipa3s αὐτός@rpdms ὅς@rrams γράφω@viaa3s Μωϋσῆς@nnmsp ἐν@pd ὁ@ddms νόμος@ndmsc καί@cc ὁ@dnmp προφήτης@nnmpc εὑρίσκω@vixa1p Ἰησοῦς@namsp υἱός@namsc ὁ@dgms Ἰωσήφ@ngmsp ὁ@dams ἀπό@pg Ναζαρά@ngfsp 
Joh 1:46  καί@cc λέγω@viaa3s αὐτός@rpdms Ναθαναήλ@nnmsp ἐκ@pg Ναζαρά@ngfsp δύναμαι@vipm3s τὶς@rinns ἀγαθός@annnsn εἰμί@vnpa λέγω@vipa3s αὐτός@rpdms ὁ@dnms Φίλιππος@nnmsp ἔρχομαι@vdpm2s καί@cc ὁράω@vdaa2s 
Joh 1:47  ὁράω@viaa3s ὁ@dnms Ἰησοῦς@nnmsp ὁ@dams Ναθαναήλ@namsp ἔρχομαι@vppmams πρός@pa αὐτός@rpams καί@cc λέγω@vipa3s περί@pg αὐτός@rpgms ὁράω@i ἀληθῶς@b Ἰσραηλίτης@nnmsp ἐν@pd ὅς@rrdms δόλος@nnmsc οὐ@b εἰμί@vipa3s 
Joh 1:48  λέγω@vipa3s αὐτός@rpdms Ναθαναήλ@nnmsp πόθεν@b ἐγώ@rpa-s γινώσκω@vipa2s ἀποκρίνομαι@viap3s Ἰησοῦς@nnmsp καί@cc λέγω@viaa3s αὐτός@rpdms πρό@pg ὁ@dgns σύ@rpa-s Φίλιππος@namsp φωνέω@vnaa εἰμί@vppaams ὑπό@pa ὁ@dafs συκῆ@nafsc ὁράω@viaa1s σύ@rpa-s 
Joh 1:49  ἀποκρίνομαι@viap3s αὐτός@rpdms Ναθαναήλ@nnmsp ῥαββί@nvmsc σύ@rpn-s εἰμί@vipa2s ὁ@dnms υἱός@nnmsc ὁ@dgms θεός@ngmsc σύ@rpn-s βασιλεύς@nnmsc εἰμί@vipa2s ὁ@dgms Ἰσραήλ@ngmsp 
